Unnamed: 0,name,force,level,mechanic,equipment,primaryMuscles,secondaryMuscles,instructions,category,images,id
689,Sled Drag - Harness,push,beginner,compound,other,quadriceps,"calves, glutes, hamstrings","Untuk memulai, Muat kereta luncur dengan berat yang diinginkan dan pasang tali penarik. Anda bisa menarik dengan pegangan, Gunakan harness, Atau pasang tali penarik ke sabuk berat., Apakah menarik ke depan atau ke belakang, Bersandar ke arah perjalanan dan kemajuan dengan memanjang melalui pinggul dan lutut.",strongman,"0.jpg, 1.jpg",Sled_Drag_-_Harness
690,Sled Overhead Backward Walk,pull,beginner,compound,other,shoulders,"calves, middle back, quadriceps","Pasang pegangan ganda ke kereta luncur yang dihubungkan oleh tali atau rantai. Muat kereta luncur hingga ringan., Hadapi kereta luncur, mencadangkan sampai ada beberapa ketegangan di barisan. Tahan tangan Anda langsung di atas kepala Anda dengan siku yang diperpanjang. Ini akan menjadi posisi awal Anda., Berjalan mundur, Menjaga lengan Anda terangkat di atas kepala Anda. Hindari gerakan tersentak.",strength,"0.jpg, 1.jpg",Sled_Overhead_Backward_Walk
691,Sled Overhead Triceps Extension,push,beginner,isolation,other,triceps,,"Pasang pegangan ganda ke kereta luncur menggunakan rantai atau tali. Muat kereta luncur ke beban yang sesuai., Menghadap jauh dari kereta luncur, Langkah sampai ada ketegangan di barisan. Angkat tangan di atas kepala Anda, menjaga mereka bersama, Telapak tangan saling berhadapan. Siku Anda harus diarahkan ke atas dengan siku tertekuk. Ini akan menjadi posisi awal Anda., Perpanjang melalui siku untuk meluruskan lengan. Pastikan lengan atas Anda tetap pada posisi untuk mengisolasi trisep., Setelah ekstensi penuh, melangkah maju untuk mengeluarkan kelonggaran dari garis. Anda dapat menjaga kaki Anda terhuyung -huyung untuk lebih stabilitas.",strength,"0.jpg, 1.jpg",Sled_Overhead_Triceps_Extension
692,Sled Push,push,beginner,compound,other,quadriceps,"calves, chest, glutes, hamstrings, triceps","Muat kereta luncur dorongan Anda dengan berat yang diinginkan., Mengambil postur atletik, bersandar ke kereta luncur dengan tangan terulur sepenuhnya, menggenggam pegangan. Dorong kereta luncur secepat mungkin, Berfokus pada memperluas pinggul dan lutut Anda untuk memperkuat rantai posterior Anda.",strongman,"0.jpg, 1.jpg",Sled_Push
693,Sled Reverse Flye,pull,beginner,isolation,other,shoulders,,"Pasang pegangan ganda ke kereta luncur yang dihubungkan oleh tali atau rantai. Muat kereta luncur hingga ringan., Hadapi kereta luncur, mencadangkan sampai ada beberapa ketegangan di barisan. Ambil kedua pegangan dengan panjang lengan pada tingkat pinggang. Tekuk sedikit lutut dan jaga dada dan kepala ke atas. Ini akan menjadi posisi awal Anda., Tanpa melenturkan siku, Tarik pegangan ke atas dan terpisah, melakukan lalat terbalik dengan beberapa rotasi eksternal. Telapak tangan Anda harus menghadap ke depan saat Anda melakukan ini., Kembali ke posisi awal, Mengambil beberapa langkah untuk mengambil kendur keluar dari garis.",strength,"0.jpg, 1.jpg",Sled_Reverse_Flye
694,Sled Row,pull,beginner,compound,other,middle back,"biceps, lats","Pasang pegangan ganda ke kereta luncur yang dihubungkan oleh tali atau rantai. Muat kereta luncur hingga berat yang sesuai. Hadapi kereta luncur, mencadangkan sampai ada beberapa ketegangan di barisan., Dengan pegangan di masing -masing tangan, Tekuk lutut sedikit, Pertahankan kepala dan dada Anda, dan mulailah dengan tangan terulur., Untuk memulai gerakan, Lenturkan siku saat Anda menarik kembali bahu Anda, Menarik kereta luncur ke arah Anda., Ambil satu atau dua langkah kembali untuk mendapatkan ketegangan di baris dan ulangi.",strength,"0.jpg, 1.jpg",Sled_Row
695,Sledgehammer Swings,pull,beginner,compound,other,abdominals,"calves, forearms, lats, middle back, shoulders","Anda akan membutuhkan ban dan palu godam untuk latihan ini. Berdiri di depan ban sekitar dua kaki dari itu dengan sikap terhuyung -huyung. Pegang palu godam., Jika Anda tangan kanan, Tangan kiri Anda harus berada di bagian bawah pegangan, Dan tangan kanan Anda harus tersedak lebih dekat ke kepala., Saat Anda naik kereta luncur, Tangan kanan Anda meluncur ke arah kepala; Saat Anda berayun ke bawah, Tangan kanan Anda akan meluncur ke bawah untuk bergabung dengan tangan kiri Anda. Slam ke bawah sekeras yang Anda bisa melawan ban. Kontrol bouncing palu dari ban., Ulangi di sisi lain.",plyometrics,"0.jpg, 1.jpg",Sledgehammer_Swings
696,Smith Incline Shoulder Raise,push,beginner,isolation,barbell,shoulders,chest,"Tempatkan bangku kemiringan di bawah mesin Smith. Tempatkan barbel pada ketinggian yang dapat Anda capai saat berbaring dan lengan Anda hampir sepenuhnya terulur. Setelah berat yang Anda butuhkan dipilih, Berbaringlah di bangku miring dan pastikan bahu Anda selaras tepat di bawah barbel., Menggunakan pegangan pronasi (telapak tangan ke depan) lebar bahu, Angkat batang dari rak dan pegang lurus ke atas Anda dengan sedikit tikungan di siku. Ini akan menjadi posisi awal Anda., Saat Anda bernafas, Angkat bilah ke atas sampai lengan Anda terulur sepenuhnya. Catatan: Kontraksi harus dirasakan di bahu., Setelah jeda kedua, Bawa bar kembali ke posisi awal saat Anda bernafas., Ulangi gerakan untuk jumlah pengulangan yang ditentukan., Setelah selesai, Tempatkan bar kembali di rak.",strength,"0.jpg, 1.jpg",Smith_Incline_Shoulder_Raise
697,Smith Machine Behind the Back Shrug,pull,beginner,isolation,machine,traps,shoulders,"Dengan bar di tingkat paha, memuat berat yang tepat., Berdiri dengan bar di belakang Anda, mengambil lebar bahu, Pegangan pronasi di batang dan melepaskan beban. Anda harus berdiri tegak dengan kepala dan dada di atas dan lengan Anda terulur. Ini akan menjadi posisi awal Anda., Mulailah gerakan dengan mengangkat bahu Anda lurus ke atas. Jangan melenturkan lengan atau pergelangan tangan selama gerakan., Setelah jeda singkat mengembalikan bobot ke posisi awal., Ulangi untuk jumlah pengulangan yang diinginkan sebelum melibatkan kait untuk memeras berat.",strength,"0.jpg, 1.jpg",Smith_Machine_Behind_the_Back_Shrug
698,Smith Machine Bench Press,push,beginner,compound,machine,chest,"shoulders, triceps","Tempatkan bangku datar di bawah mesin Smith. Sekarang tempatkan barbel pada ketinggian yang dapat Anda capai saat berbaring dan lengan Anda hampir sepenuhnya terulur. Setelah berat yang Anda butuhkan dipilih, Berbaring di bangku datar. Menggunakan pegangan pronasi yang lebih lebar dari lebar bahu, Buka kunci bilah dari rak dan pegang lurus di atas Anda dengan lengan Anda terkunci. Ini akan menjadi posisi awal Anda., Saat Anda bernafas, Turun perlahan sampai Anda merasakan bilah di dada tengah Anda., Setelah jeda kedua, Bawa bar kembali ke posisi awal saat Anda bernafas keluar dan dorong bilah menggunakan otot dada Anda. Kunci lengan Anda di posisi yang dikontrak, Tahan sebentar dan kemudian mulai turun perlahan lagi. Kiat: Butuh setidaknya dua kali lebih lama untuk turun daripada muncul., Ulangi gerakan untuk jumlah pengulangan yang ditentukan., Setelah selesai, Kunci bar kembali di rak.",strength,"0.jpg, 1.jpg",Smith_Machine_Bench_Press
699,Smith Machine Bent Over Row,pull,beginner,compound,machine,middle back,"biceps, lats, shoulders","Atur barbel yang terpasang pada mesin Smith ke ketinggian sekitar 2 inci di bawah lutut Anda., Tekuk lutut Anda sedikit dan bawa tubuh Anda ke depan, dengan membungkuk di pinggang, Sambil menjaga punggung tetap lurus sampai hampir sejajar dengan lantai. Kiat: Pastikan Anda menjaga kepala tetap tinggi., Sekarang pegang barbel menggunakan pegangan ovehand (pronasi) dan buka kunci dari rak mesin Smith. Kemudian biarkan menggantung tepat di depan Anda saat lengan Anda menggantung diperpanjang tegak lurus ke lantai dan tubuh Anda. Ini adalah posisi awal Anda., Sambil menjaga stasioner tubuh, Angkat barbel saat Anda bernafas, Menjaga siku tetap dekat dengan tubuh dan tidak melakukan kekuatan apa pun dengan lengan selain memegang beban. Di posisi yang dikontrak, Peras otot -otot belakang dan tahan sebentar., Perlahan turunkan berat lagi ke posisi awal saat Anda menghirup., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Smith_Machine_Bent_Over_Row
700,Smith Machine Calf Raise,push,beginner,isolation,machine,calves,,"Tempatkan blok atau pelat berat di bawah batang di mesin Smith. Atur bilah ke posisi yang paling cocok dengan tinggi Anda. Setelah ketinggian yang benar dipilih dan batang dimuat, Langkah ke piring dengan bola kaki Anda dan letakkan bar di bagian belakang bahu Anda., Ambil bar dengan kedua tangan menghadap ke depan. Putar bilah untuk membuka kunci. Ini akan menjadi posisi awal Anda., Angkat tumit Anda setinggi mungkin dengan mendorong bola kaki Anda, Melenturkan anak sapi Anda di bagian atas kontraksi. Lutut Anda harus tetap diperpanjang. Tahan posisi yang dikontrak sejenak sebelum Anda mulai kembali., Kembalikan perlahan ke posisi awal saat Anda bernafas sambil menurunkan tumit Anda., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Smith_Machine_Calf_Raise
701,Smith Machine Close-Grip Bench Press,push,beginner,compound,machine,triceps,"chest, shoulders","Tempatkan bangku datar di bawah mesin Smith. Tempatkan barbel pada ketinggian yang dapat Anda capai saat berbaring dan lengan Anda hampir sepenuhnya terulur. Setelah berat yang Anda butuhkan dipilih, Berbaring di bangku datar. Menggunakan cengkeraman yang dekat dan pronasi (telapak tangan menghadap ke depan) yang berada di sekitar lebar bahu, Buka kunci bilah dari rak dan pegang lurus di atas Anda dengan lengan Anda terkunci. Ini akan menjadi posisi awal Anda., Saat Anda bernafas, Turun perlahan sampai Anda merasakan bilah di dada tengah Anda. Kiat: Pastikan bahwa sebagai lawan dari bench press biasa, Anda menjaga siku dekat dengan batang tubuh setiap saat untuk memaksimalkan keterlibatan trisep., Setelah jeda kedua, Bawa bar kembali ke posisi awal saat Anda bernafas dan dorong bilah menggunakan otot triceps Anda. Kunci lengan Anda di posisi yang dikontrak, Tahan sebentar dan kemudian mulai turun perlahan lagi. Kiat: Butuh setidaknya dua kali lebih lama untuk turun daripada muncul., Ulangi gerakan untuk jumlah pengulangan yang ditentukan., Setelah selesai, Kunci bar kembali di rak.",strength,"0.jpg, 1.jpg",Smith_Machine_Close-Grip_Bench_Press
702,Smith Machine Decline Press,,beginner,compound,machine,chest,"shoulders, triceps","Posisikan bangku penurunan di rak sehingga bilah akan berada di atas dada Anda. Muat beban yang tepat dan ambil tempat Anda di bangku., Putar batang untuk melepaskannya dari rak dan sepenuhnya mengulurkan lengan Anda. Punggung Anda harus sedikit melengkung dan bahu Anda ditarik kembali. Ini akan menjadi posisi awal Anda., Mulailah gerakan dengan melenturkan lengan Anda, Menurunkan bilah ke dada Anda., Berhenti sebentar, dan kemudian rentangkan lengan Anda untuk mendorong berat kembali ke posisi awal., Setelah menyelesaikan jumlah pengulangan yang diinginkan, Putar batang untuk memeras berat.",strength,"0.jpg, 1.jpg",Smith_Machine_Decline_Press
703,Smith Machine Hang Power Clean,pull,intermediate,compound,machine,hamstrings,"glutes, lower back, quadriceps, shoulders, traps","Posisikan batang pada ketinggian lutut dan muatkan ke berat yang sesuai., Ambil pegangan pronasi di bar di luar lebar bahu dan lepaskan bar dari mesin. Lengan Anda harus sepenuhnya terulur dengan kepala dan dada ke atas. Siku Anda harus ditunjukkan dengan bahu Anda kembali dan ke bawah. Pinggul Anda harus kembali, Memuat ketegangan ke dalam paha belakang. Ini akan menjadi posisi awal Anda., Initasikan gerakan dengan memanjang pinggul dan lutut secara paksa, berakselerasi ke dalam bar. Pastikan Anda menjaga lengan tetap lurus selama bagian gerakan ini., Setelah ekstensi penuh, Rekontal pinggul dan lutut untuk menurunkan posisi penerima Anda., Biarkan lengan melenturkan pada titik ini, Memutar siku di sekitar bar untuk menerimanya di pundak Anda., Perpanjang melalui pinggul dan lutut untuk mencapai posisi berdiri dengan bilah yang diputar di pundak Anda untuk menyelesaikan gerakan.",strength,"0.jpg, 1.jpg",Smith_Machine_Hang_Power_Clean
704,Smith Machine Hip Raise,pull,beginner,isolation,machine,abdominals,,"Posisikan bangku di rak dan muat bilah ke berat yang sesuai. Berbaring di bangku, menempatkan bagian bawah kaki Anda di atas bar. Buka kunci bilah dan rentangkan kaki Anda. Anda mungkin perlu menggunakan tangan Anda untuk membantu Anda. Untuk stabilitas tambahan, pegang sisi mesin Smith. Ini akan menjadi posisi awal Anda., Memulai gerakan dengan memutar panggul Anda, Melenturkan tulang belakang Anda untuk mengangkat pinggul Anda dari bangku cadangan. Pertahankan sedikit tikungan di lutut di seluruh gerakan., Setelah jeda singkat, Kembalikan pinggul ke bangku., Ulangi untuk jumlah pengulangan yang diinginkan.",strength,"0.jpg, 1.jpg",Smith_Machine_Hip_Raise
705,Smith Machine Incline Bench Press,push,beginner,compound,machine,chest,"shoulders, triceps","Tempatkan bangku kemiringan di bawah mesin Smith. Tempatkan barbel pada ketinggian yang dapat Anda capai saat berbaring dan lengan Anda hampir sepenuhnya terulur. Setelah berat yang Anda butuhkan dipilih, Berbaringlah di bangku miring dan pastikan dada atas Anda sejajar dengan barbel. Menggunakan pegangan pronasi (telapak tangan menghadap ke depan) yang lebih lebar dari lebar bahu, Buka kunci bilah dari rak dan pegang lurus di atas Anda dengan lengan Anda terkunci. Ini akan menjadi posisi awal Anda., Saat Anda bernafas, Turun perlahan sampai Anda merasakan bilah di dada atas., Setelah jeda kedua, Bawa bar kembali ke posisi awal saat Anda bernafas keluar dan dorong bilah menggunakan otot dada Anda. Kunci lengan Anda di posisi yang dikontrak, Tahan sebentar dan kemudian mulai turun perlahan lagi. Kiat: Butuh setidaknya dua kali lebih lama untuk turun daripada muncul., Ulangi gerakan untuk jumlah pengulangan yang ditentukan., Setelah selesai, Tempatkan bar kembali di rak.",strength,"0.jpg, 1.jpg",Smith_Machine_Incline_Bench_Press
706,Smith Machine Leg Press,push,intermediate,compound,machine,quadriceps,"calves, glutes, hamstrings","Posisikan bar mesin Smith beberapa kaki dari tanah. Pastikan itu bertumpu pada pengaman. Setelah memuat bilah ke berat yang sesuai, berbaring di bawah bar. Tempatkan bagian tengah kaki Anda di bar, menyelipkan lutut Anda ke dada. Ini akan menjadi posisi awal Anda., Mulailah gerakan dengan mengemudi melalui kaki Anda untuk menggerakkan bar ke atas, Memperluas pinggul dan lutut. Jangan mengunci lutut Anda., Di bagian atas gerakan, Berhentilah sebentar sebelum kembali ke posisi awal.",strength,"0.jpg, 1.jpg",Smith_Machine_Leg_Press
707,Smith Machine One-Arm Upright Row,pull,beginner,compound,machine,shoulders,"biceps, traps","Dengan bar di tingkat paha, memuat berat yang tepat., Menggenggam lebar bar dan melepaskan beban, Menghapus tangan Anda dari bar. Lengan Anda harus diperpanjang saat Anda berdiri tegak dengan kepala dan dada ke atas. Ini akan menjadi posisi awal Anda., Mulailah gerakan dengan melenturkan siku, Mengangkat lengan atas dengan siku ditunjukkan. Lanjutkan sampai lengan atas Anda sejajar dengan lantai., Setelah jeda singkat, Kembalikan berat ke posisi awal., Ulangi untuk jumlah pengulangan yang diinginkan sebelum melibatkan kait untuk memeras berat.",strength,"0.jpg, 1.jpg",Smith_Machine_One-Arm_Upright_Row
708,Smith Machine Overhead Shoulder Press,push,beginner,compound,machine,shoulders,triceps,"Untuk memulai, Tempatkan bangku datar (atau lebih disukai yang dengan dukungan punggung) di bawah mesin Smith. Posisikan barbel pada ketinggian sehingga saat duduk di bangku datar, Lengan harus hampir sepenuhnya terulur untuk mencapai barbel., Setelah Anda memiliki ketinggian yang benar, Duduk sedikit di belakang barbel sehingga ada garis lurus imajiner dari ujung hidung Anda ke barbel. Kaki Anda harus diam. Ambil barbel dengan telapak tangan menghadap ke depan, Buka kunci dan angkat agar lengan Anda terulur sepenuhnya. Ini adalah posisi awal., Perlahan mulai menurunkan barbel sampai sejajar dengan dagu saat menghirup., Kemudian angkat barbel kembali ke posisi awal menggunakan bahu Anda saat menghembuskan napas., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Smith_Machine_Overhead_Shoulder_Press
709,Smith Machine Pistol Squat,push,intermediate,compound,machine,quadriceps,"calves, glutes, hamstrings","Untuk memulai, Pertama atur bilah ke posisi yang paling cocok dengan tinggi Anda. Langkah di bawahnya dan posisikan bar di bagian belakang bahu Anda., Ambil bar dengan tangan menghadap ke depan, Buka kunci dan angkat dari rak dengan memperpanjang kaki Anda. 3, Gerakkan satu kaki ke depan sekitar 12 inci di depan bar. Perpanjang kaki yang lain di depan Anda, menahannya dari tanah. Nantikan setiap saat dan pertahankan tulang belakang yang netral atau sedikit melengkung. Ini akan menjadi posisi awal Anda., Mempertahankan postur tubuh yang baik, Turunkan diri Anda dengan melenturkan lutut dan pinggul, turun sejauh fleksibilitas memungkinkan., Berhenti sebentar di bagian bawah dan kemudian kembali ke posisi awal dengan mengemudi melalui tumit kaki Anda, memperpanjang lutut dan pinggul.",strength,"0.jpg, 1.jpg",Smith_Machine_Pistol_Squat
710,Smith Machine Reverse Calf Raises,push,beginner,isolation,machine,calves,,"Sesuaikan barbel pada mesin Smith agar sesuai dengan tinggi Anda dan sejajarkan platform yang ditinggikan tepat di bawah bilah., Berdirilah di atas peron dengan tumit kaki Anda diamankan di atasnya dengan bola kaki Anda memanjang. Posisikan jari -jari kaki Anda yang menghadap ke depan dengan sikap lebar bahu., Sekarang, Tempatkan bahu Anda di bawah barbel sambil mempertahankan posisi kaki yang dijelaskan dan dorong barbel dengan memperpanjang pinggul dan lutut Anda sampai tubuh Anda berdiri tegak. Lutut harus disimpan dengan sedikit tikungan; tidak pernah terkunci. Ini akan menjadi posisi awal Anda. Kiat: Barbel di punggung Anda hanya untuk tujuan keseimbangan., Angkat bola kaki Anda saat Anda bernafas dengan memperpanjang jari kaki setinggi mungkin dan melenturkan anak sapi Anda. Pastikan lutut tetap diam setiap saat. Seharusnya tidak ada pembengkokan kapan saja. Tahan posisi yang dikontrak sejenak sebelum Anda mulai kembali., Perlahan kembali ke posisi awal saat Anda bernafas dengan menurunkan bola kaki dan jari kaki Anda., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Smith_Machine_Reverse_Calf_Raises
